text,intent
['Special offer: Get shine peel in just 7 day with our Vitamin C serum. Buy now and receive a fifteen% price reduction. Use code GLOW15 at check out procedure. # Skincare # BeautyOffer'],Others
['collaborationism with your stigma'],Professional Inquiry
['Your retort process for the moldable - free items cost confusing.'],Customer Support-Returns and Refunds
['When testament you follow restocking the Radiant Glow highlighter palette? 1 require to get my hands on it!'],Product Inquiry-Availability
['Can Ane pre - guild the raw moisturizer?'],Product Inquiry-Availability
['Can you provide usage instructions for the fuzz straightener?'],Product Inquiry-Usage Instructions
"['Unity pay for express transport on the cruelty - barren items, why be it deep?']",Customer Support-Shipping Issues
['Can you advocate a good matt bronzer shade for light - medium warm olive skin tones from your melody?'],Product Inquiry-Recommendations
['Can you serve with the merchant marine delay?'],Customer Support-Shipping Issues
"['This delay be insufferable, what the hell?']",Customer Support-Order Status
['Follow this product desirable for daily function?'],Product Inquiry-Usage Instructions
['I work in peach media and am interested in getting some products from your forthcoming collection for inspection / coverage purpose.'],Professional Inquiry
['collaborationism with your brand'],Professional Inquiry
['Sorry non sorry'],Feedback-Complaints
['New client special: Enjoy 20% off your first social club when you sign astir for our newssheet. # NewCustomer # DiscountOffer'],Others
['What comprise your insurance on returns and refund?'],Customer Support-Returns and Refunds
"[""Can One employ it if Ace ' m take up Roaccutane? Are the fixings compatible with this treatment?""]",Product Inquiry-Ingredients
['This be unadulterated bullshit.'],Others
['Can you suggest a just moisturizer for oily bark?'],Product Inquiry-Recommendations
"['My favorite products from Brand_C follow the revitalise brass serum, the radical - hydrate night pick, the gentle foaming cleaner, and the freshen facial mist.']",Feedback-Compliments
['My shipment arrived with mathematical product leaking out of the damage boxes. World health organization do I get hold of?'],Customer Support-Shipping Issues
['Can you recommend a good matte bronzer shade for light - medium fond olive hide tones from your line?'],Product Inquiry-Recommendations
['is 50 overly late to start retinol? can i put vitamin a1 under my eyes?'],Product Inquiry-Ingredients
"[""How should I acquaint this mathematical product in my routine if I ' 1000 using retinol?""]",Product Inquiry-Usage Instructions
"[""Single ' grand concerned in trying your brand ' s brow products. Which peerless would you suggest for entire, feathery brows?""]",Product Inquiry-Recommendations
['Exist the fresh lipstick aggregation available?'],Product Inquiry-Availability
['What is the price compass for the hair attention products?'],Product Inquiry-Price
['You should consider making your client loyalty program to a greater extent rewarding with better perks.'],Feedback-Suggestions
['My salon be considering carrying your total cosmetics line. Could you provide info?'],Professional Inquiry
['The client service was first class.'],Feedback-Compliments
['frightful'],Feedback-Complaints
"[""Wherefore don ' t you bring the Redness shampoo in country? You only sell it abroad""]",Product Inquiry-Availability
['caffeine'],Product Inquiry-Ingredients
['calendula'],Product Inquiry-Ingredients
['One necessitate an update on my order status straight off!'],Customer Support-Order Status
"[""What ' s the best product for tighten wrinkles?""]",Product Inquiry-Recommendations
['Can Iodine introduce it in my everyday routine?'],Product Inquiry-Usage Instructions
['Hour angle my order shipped yet?'],Customer Support-Order Status
['Do it bear parabens?'],Product Inquiry-Ingredients
['Could you advocate a good face sunscreen that wears well under make up? I postulate SPF xxx +.'],Product Inquiry-Recommendations
['Can Iodine buy the young matte foundation online?'],Product Inquiry-Availability
['Atomic number 53 had an allergic reaction to the micellar water.'],Feedback-Complaints
"['The cream with yellows is section of my act, and Single hardly love information technology! ❤ ️']",Feedback-Compliments
['Terminate we arrange a merging to discuss a collaboration?'],Professional Inquiry
"['I postulate a serum that really work, any suggestions?']",Product Inquiry-Recommendations
"['The emollient with yellowness is part of my routine, and I just love information technology! ❤ ️']",Feedback-Compliments
['Unity received a damage product.'],Customer Support-Shipping Issues
"[""What ' s the best product for tighten wrinkles?""]",Product Inquiry-Recommendations
"[""What ' s your best highlighter for a blinding radiance? I accept medium / tan skin.""]",Product Inquiry-Recommendations
"[""How do I run low about returning a intersection that caused an allergic response? One consume a doctor ' s note.""]",Customer Support-Returns and Refunds
"[""Your stain ' s allegiance to sustainable element sourcing is amazing.""]",Feedback-Compliments
['Be this cruelty - gratuitous merchandise available?'],Product Inquiry-Ingredients
['A makeup setting spray would be an awing addition to your be face line.'],Feedback-Suggestions
['How much should I allow for it on the hair?'],Product Inquiry-Usage Instructions
['peptide'],Product Inquiry-Ingredients
['Can information technology be used in combining with vitamin Coke?'],Product Inquiry-Usage Instructions
"['Damn, that comprise close!']",Others
['Where can I experience if my software package pass the customs?'],Customer Support-Order Status
"[""Atomic number 53 received someone else ' s society by mistake or else of my ain. This needs to be adjudicate urgently!""]",Customer Support-Order Status
"['The edict be incorrect, and I want to kvetch.']",Feedback-Complaints
"[""The product didn ' t piece of work as advertised.""]",Feedback-Complaints
['essential petroleum'],Product Inquiry-Ingredients
['Your income tax return process follow bedevil as fuck.'],Customer Support-Returns and Refunds
['My salon is looking to potentially embark on carrying your full cosmetics ambit. Could you provide me info?'],Professional Inquiry
['Terminate someone aid me with a return on this paraben - liberal production?'],Customer Support-Returns and Refunds
['Can you suggest a good moisturizer for oily scrape?'],Product Inquiry-Recommendations
['Are the skincare products usable for volume purchase?'],Product Inquiry-Availability
['waiting for my decree'],Customer Support-Shipping Issues
['Do you offer professional bank discount?'],Professional Inquiry
['Should I habituate the Mattifying Face Priming before or after my foundation?'],Product Inquiry-Usage Instructions
['Why is the shipping need so long for the vegan skin care?'],Customer Support-Shipping Issues
['You should consider making your client loyalty program to a greater extent rewarding with better perks.'],Feedback-Suggestions
['Free transportation on all orders over $ seventy five. Shop class now and save on your favorite smasher product. # FreeShipping # BeautySavings'],Others
"[""1 ' m concerned in go a distributor, what ' s the process?""]",Professional Inquiry
['My salon is look to potentially start conduct your full cosmetic range. Could you provide maine info?'],Professional Inquiry
['What dress you recommend for dry skin?'],Product Inquiry-Recommendations
['I would like to cancel my decree and receive a repayment'],Customer Support-Returns and Refunds
"[""How coiffure I bring back a product I don ' t same?""]",Customer Support-Returns and Refunds
"['This product is roll in the hay amazing, I get it on information technology!']",Feedback-Compliments
"[""Is the fresh matte lip rouge shade ' Velvet Rouge ' all the same uncommitted? It ' s sold out online.""]",Product Inquiry-Availability
"[""I can ' t have decent of Brand_A ' randomness brightening vitamin 100 blood serum, the lightweight moisturizer, the exfoliate scrub, and the calming toner.""]",Feedback-Compliments
